Type,Cycle,Title,Student 1,Student 2,Student 3,Start date,End date,Duration (months),Continent,Country 1,Country 2,Country 3,Country 4,Region,City 1,City 2,City 3,City 4,Landmark,Institution,Institution (full name),Contact person,Reference code,ArchiRès link
Thèse,Doctorat,"De l'infrastructure technique à l'architecture de l'eau. Vers une gestion du bassin versant du Sefidrud, Bandar-e Anzali, province du Gilan, Iran",Aïda Tavakoli,,,,,,Asie,Iran,,,,Gilan,Bandar-e Anzali,,,,,,,,,
